@relation bloodseeker

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1, 0}

@data
17,11,12,483,599,1
7,0,5,600,609,1
7,0,5,600,609,1
13,10,3,543,651,0
13,10,3,543,651,0
18,10,15,608,676,1
18,10,15,608,676,1
17,14,14,599,679,1
17,14,14,599,679,1
13,10,13,530,686,1
13,10,13,530,686,1
7,3,10,442,478,1
7,3,10,442,478,1
12,6,12,529,534,1
12,6,12,529,534,1
12,6,17,493,546,1
12,6,17,493,546,1
1,11,1,288,295,0
1,11,1,288,295,0
17,10,8,549,589,0
17,10,8,549,589,0
10,8,14,529,549,1
10,8,14,529,549,1
8,1,3,827,579,1
8,1,3,827,579,1
3,9,7,297,349,0
3,9,7,297,349,0
28,9,11,734,626,1
28,9,11,734,626,1
3,10,3,270,238,0
3,10,3,270,238,0
8,6,12,502,567,1
8,6,12,502,567,1
15,2,17,582,695,1
15,2,17,582,695,1
6,13,16,430,518,0
6,13,16,430,518,0
23,9,13,567,752,0
23,9,13,567,752,0
15,15,19,466,526,0
15,15,19,466,526,0
7,7,9,511,663,0
7,7,9,511,663,0
7,2,7,667,636,1
7,2,7,667,636,1
3,9,0,336,407,0
3,9,0,336,407,0
0,1,2,318,299,0
0,1,2,318,299,0
12,6,14,467,549,0
12,6,14,467,549,0
3,4,15,584,516,1
3,4,15,584,516,1
9,6,3,566,610,0
9,6,3,566,610,0
6,9,3,525,530,0
6,9,3,525,530,0
8,6,10,434,508,1
8,6,10,434,508,1
21,16,19,585,570,1
21,16,19,585,570,1
6,7,10,443,488,0
6,7,10,443,488,0
8,7,14,478,602,1
8,7,14,478,602,1
6,8,8,357,397,0
6,8,8,357,397,0
10,2,9,547,549,1
10,2,9,547,549,1
12,11,12,513,520,0
12,11,12,513,520,0
2,7,1,316,355,0
2,7,1,316,355,0
6,5,5,504,588,0
6,5,5,504,588,0
18,9,6,477,600,0
18,9,6,477,600,0
2,12,8,299,259,0
2,12,8,299,259,0
11,16,14,444,512,0
11,16,14,444,512,0
10,10,14,547,624,1
10,10,14,547,624,1
13,5,6,552,619,1
13,5,6,552,619,1
6,17,8,435,396,0
6,17,8,435,396,0
16,4,8,701,777,1
16,4,8,701,777,1
21,5,6,667,709,1
21,5,6,667,709,1
14,5,12,404,443,0
14,5,12,404,443,0
8,15,7,385,420,0
8,15,7,385,420,0
9,7,3,378,445,0
9,7,3,378,445,0
17,1,7,686,791,1
17,1,7,686,791,1
5,12,8,431,514,0
5,12,8,431,514,0
3,12,10,361,394,0
3,12,10,361,394,0
17,10,11,634,624,1
17,10,11,634,624,1
5,8,7,423,479,1
5,8,7,423,479,1
6,5,9,510,549,1
6,5,9,510,549,1
12,9,9,406,464,0
12,9,9,406,464,0
12,12,11,539,596,0
12,12,11,539,596,0
12,7,11,591,614,1
12,7,11,591,614,1
22,11,5,624,688,0
22,11,5,624,688,0
17,10,6,472,577,0
17,10,6,472,577,0
6,11,6,328,313,0
6,11,6,328,313,0
10,15,10,324,401,0
10,15,10,324,401,0
10,6,12,465,510,1
10,6,12,465,510,1
14,16,18,559,634,1
14,16,18,559,634,1
3,11,5,342,356,0
3,11,5,342,356,0
13,5,3,718,620,1
13,5,3,718,620,1
12,7,11,539,558,0
12,7,11,539,558,0
22,8,14,675,727,1
22,8,14,675,727,1
20,5,10,602,662,1
20,5,10,602,662,1
9,9,8,350,458,0
9,9,8,350,458,0
14,11,5,532,656,0
14,11,5,532,656,0
11,7,13,556,651,1
11,7,13,556,651,1
18,15,12,548,497,1
18,15,12,548,497,1
10,7,13,506,594,1
10,7,13,506,594,1
15,10,17,520,568,1
15,10,17,520,568,1
4,16,4,349,359,0
4,16,4,349,359,0
7,7,11,423,366,1
7,7,11,423,366,1
8,4,9,643,589,1
8,4,9,643,589,1
7,0,2,729,505,1
7,0,2,729,505,1
20,9,8,633,701,1
20,9,8,633,701,1
13,4,12,642,676,1
13,4,12,642,676,1
24,6,13,718,662,1
24,6,13,718,662,1
6,10,7,556,557,1
6,10,7,556,557,1
6,2,5,535,477,1
6,2,5,535,477,1
12,7,12,636,648,1
12,7,12,636,648,1
13,6,8,611,613,1
13,6,8,611,613,1
17,10,12,540,680,0
17,10,12,540,680,0
30,11,26,464,409,1
30,11,26,464,409,1
10,1,6,711,625,1
10,1,6,711,625,1
22,3,3,872,739,1
22,3,3,872,739,1
12,7,10,510,577,1
12,7,10,510,577,1
23,5,17,725,761,1
23,5,17,725,761,1
21,7,16,733,641,1
21,7,16,733,641,1
8,6,7,653,712,1
8,6,7,653,712,1
14,0,12,681,545,1
14,0,12,681,545,1
20,9,16,534,492,1
20,9,16,534,492,1
16,7,5,505,577,0
16,7,5,505,577,0
14,8,9,661,491,0
14,8,9,661,491,0
21,3,8,604,688,1
21,3,8,604,688,1
22,10,9,618,694,1
22,10,9,618,694,1
14,9,16,660,484,1
14,9,16,660,484,1
17,3,6,799,836,1
17,3,6,799,836,1
0,9,4,275,280,0
0,9,4,275,280,0
12,12,15,494,491,1
12,12,15,494,491,1
9,10,12,505,559,0
9,10,12,505,559,0
13,8,11,630,710,1
13,8,11,630,710,1
17,5,10,581,630,1
17,5,10,581,630,1
15,7,8,544,611,1
15,7,8,544,611,1
5,26,6,314,288,0
5,26,6,314,288,0
7,6,12,415,485,0
7,6,12,415,485,0
2,9,7,299,274,0
2,9,7,299,274,0
6,1,6,613,430,1
6,1,6,613,430,1
14,15,4,569,607,0
14,15,4,569,607,0
31,15,9,639,541,0
31,15,9,639,541,0
4,6,10,533,545,1
4,6,10,533,545,1
9,8,10,462,561,0
9,8,10,462,561,0
19,6,12,677,775,1
19,6,12,677,775,1
9,8,18,512,505,1
9,8,18,512,505,1
4,8,6,304,267,0
4,8,6,304,267,0
8,9,10,469,532,1
8,9,10,469,532,1
3,8,17,395,381,1
3,8,17,395,381,1
10,10,10,446,522,0
10,10,10,446,522,0
19,16,27,546,506,1
19,16,27,546,506,1
20,21,16,479,472,1
20,21,16,479,472,1
3,10,6,435,489,0
3,10,6,435,489,0
13,8,16,600,750,1
13,8,16,600,750,1
23,2,17,717,596,1
23,2,17,717,596,1
0,7,0,213,199,0
0,7,0,213,199,0
7,9,1,458,499,0
7,9,1,458,499,0
11,7,9,458,518,0
11,7,9,458,518,0
10,2,12,651,729,1
10,2,12,651,729,1
16,4,7,662,584,1
16,4,7,662,584,1
3,6,5,328,321,0
3,6,5,328,321,0
17,2,12,671,812,1
17,2,12,671,812,1
20,14,26,461,506,0
20,14,26,461,506,0
0,2,1,185,89,0
0,2,1,185,89,0
15,12,9,592,674,0
15,12,9,592,674,0
0,11,0,258,161,0
0,11,0,258,161,0
16,8,13,674,642,1
16,8,13,674,642,1
11,11,12,430,517,0
11,11,12,430,517,0
13,9,7,492,623,1
13,9,7,492,623,1
12,14,16,378,476,0
12,14,16,378,476,0
4,13,8,456,557,0
4,13,8,456,557,0
8,6,4,405,449,0
8,6,4,405,449,0
16,11,16,539,492,0
16,11,16,539,492,0
8,6,7,542,501,1
8,6,7,542,501,1
13,2,14,600,658,1
13,2,14,600,658,1
4,11,1,337,300,0
4,11,1,337,300,0
5,8,12,333,405,0
5,8,12,333,405,0
22,16,12,520,612,1
22,16,12,520,612,1
14,0,9,547,589,1
14,0,9,547,589,1
15,6,16,678,638,1
15,6,16,678,638,1
7,1,4,748,542,1
7,1,4,748,542,1
11,2,5,415,443,0
11,2,5,415,443,0
7,2,11,502,448,1
7,2,11,502,448,1
15,9,7,445,594,0
15,9,7,445,594,0
15,0,8,569,553,1
15,0,8,569,553,1
8,4,13,345,360,0
8,4,13,345,360,0
7,8,9,405,494,0
7,8,9,405,494,0
9,9,4,469,447,0
9,9,4,469,447,0
4,9,5,369,355,0
4,9,5,369,355,0
7,12,6,532,682,1
7,12,6,532,682,1
3,11,4,370,364,0
3,11,4,370,364,0
15,11,10,421,554,0
15,11,10,421,554,0
7,11,9,400,447,0
7,11,9,400,447,0
20,10,19,571,662,1
20,10,19,571,662,1
14,7,17,604,630,1
14,7,17,604,630,1
8,1,5,608,531,1
8,1,5,608,531,1
10,8,8,415,447,0
10,8,8,415,447,0
22,11,15,648,646,1
22,11,15,648,646,1
17,4,9,598,592,1
17,4,9,598,592,1
4,13,14,323,455,0
4,13,14,323,455,0
10,10,2,494,514,0
10,10,2,494,514,0
16,16,10,544,587,0
16,16,10,544,587,0
3,12,9,344,337,1
3,12,9,344,337,1
2,9,8,278,287,0
2,9,8,278,287,0
5,3,2,403,450,0
5,3,2,403,450,0
14,5,10,675,785,1
14,5,10,675,785,1
11,8,21,500,626,1
11,8,21,500,626,1
10,11,15,391,468,0
10,11,15,391,468,0
6,3,9,598,596,1
6,3,9,598,596,1
13,19,13,392,440,0
13,19,13,392,440,0
13,9,11,461,504,1
13,9,11,461,504,1
3,13,12,301,343,0
3,13,12,301,343,0
22,3,6,877,959,1
22,3,6,877,959,1
18,5,20,678,856,1
18,5,20,678,856,1
15,4,10,667,762,1
15,4,10,667,762,1
7,7,13,533,545,1
7,7,13,533,545,1
11,2,4,841,651,1
11,2,4,841,651,1
11,6,12,673,714,1
11,6,12,673,714,1
18,6,14,712,565,1
18,6,14,712,565,1
8,4,9,547,471,1
8,4,9,547,471,1
10,7,10,554,624,0
10,7,10,554,624,0
14,2,12,626,630,1
14,2,12,626,630,1
20,11,24,492,637,1
20,11,24,492,637,1
10,13,12,454,468,1
10,13,12,454,468,1
18,5,8,608,645,1
18,5,8,608,645,1
11,2,8,742,609,1
11,2,8,742,609,1
17,5,4,698,699,1
17,5,4,698,699,1
15,7,10,487,552,0
15,7,10,487,552,0
7,14,6,480,531,1
7,14,6,480,531,1
0,11,3,233,247,0
0,11,3,233,247,0
12,3,4,475,503,0
12,3,4,475,503,0
