@relation earthshaker

@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute gpm numeric
@attribute xpm numeric
@attribute win {1, 0}

@data
1,7,20,409,433,1
1,7,20,409,433,1
11,7,15,348,310,1
11,7,15,348,310,1
6,9,17,290,357,0
6,9,17,290,357,0
1,7,6,189,195,0
1,7,6,189,195,0
8,8,15,524,637,1
8,8,15,524,637,1
7,12,14,331,413,1
7,12,14,331,413,1
6,7,9,401,443,0
6,7,9,401,443,0
6,12,11,270,268,0
6,12,11,270,268,0
10,8,22,428,547,1
10,8,22,428,547,1
4,11,16,348,360,1
4,11,16,348,360,1
8,10,18,321,449,0
8,10,18,321,449,0
3,12,13,275,281,0
3,12,13,275,281,0
9,12,15,261,299,0
9,12,15,261,299,0
5,4,15,366,460,1
5,4,15,366,460,1
3,11,11,293,301,0
3,11,11,293,301,0
11,4,17,522,564,1
11,4,17,522,564,1
6,18,10,305,279,0
6,18,10,305,279,0
17,14,18,474,627,0
17,14,18,474,627,0
4,3,17,377,340,1
4,3,17,377,340,1
3,11,31,283,358,1
3,11,31,283,358,1
18,7,13,514,603,1
18,7,13,514,603,1
3,8,18,277,335,0
3,8,18,277,335,0
9,5,16,460,514,1
9,5,16,460,514,1
6,2,22,447,415,1
6,2,22,447,415,1
2,12,16,254,270,0
2,12,16,254,270,0
3,11,3,292,313,0
3,11,3,292,313,0
6,8,8,322,236,1
6,8,8,322,236,1
2,7,3,341,365,0
2,7,3,341,365,0
4,10,10,254,249,0
4,10,10,254,249,0
13,6,14,515,552,1
13,6,14,515,552,1
5,5,16,397,505,1
5,5,16,397,505,1
2,19,21,271,307,0
2,19,21,271,307,0
3,11,11,329,423,0
3,11,11,329,423,0
9,5,16,408,546,1
9,5,16,408,546,1
10,17,21,382,465,1
10,17,21,382,465,1
5,10,11,286,322,0
5,10,11,286,322,0
4,10,26,317,326,1
4,10,26,317,326,1
7,5,23,324,337,1
7,5,23,324,337,1
2,10,8,331,370,0
2,10,8,331,370,0
15,8,15,474,585,1
15,8,15,474,585,1
9,10,31,367,502,1
9,10,31,367,502,1
5,5,13,414,477,1
5,5,13,414,477,1
3,9,4,225,261,0
3,9,4,225,261,0
6,6,26,383,441,1
6,6,26,383,441,1
2,10,21,331,425,1
2,10,21,331,425,1
0,11,12,277,321,0
0,11,12,277,321,0
5,6,18,383,322,1
5,6,18,383,322,1
5,17,14,313,495,0
5,17,14,313,495,0
3,6,12,257,238,0
3,6,12,257,238,0
7,10,15,341,384,0
7,10,15,341,384,0
4,7,20,393,332,1
4,7,20,393,332,1
2,10,6,274,345,0
2,10,6,274,345,0
4,9,29,331,416,1
4,9,29,331,416,1
3,11,22,311,440,0
3,11,22,311,440,0
7,5,18,373,376,1
7,5,18,373,376,1
1,7,8,250,261,0
1,7,8,250,261,0
1,4,1,296,213,0
1,4,1,296,213,0
4,7,9,293,382,0
4,7,9,293,382,0
9,5,15,396,423,1
9,5,15,396,423,1
10,11,33,427,505,1
10,11,33,427,505,1
13,10,20,362,474,1
13,10,20,362,474,1
11,15,22,425,508,1
11,15,22,425,508,1
8,15,13,352,362,0
8,15,13,352,362,0
6,9,14,408,651,0
6,9,14,408,651,0
7,11,10,263,282,0
7,11,10,263,282,0
6,1,10,403,330,1
6,1,10,403,330,1
0,15,15,263,323,0
0,15,15,263,323,0
18,5,17,650,653,1
18,5,17,650,653,1
4,10,20,272,396,0
4,10,20,272,396,0
10,5,18,462,495,1
10,5,18,462,495,1
18,5,11,497,646,0
18,5,11,497,646,0
4,14,10,275,324,0
4,14,10,275,324,0
3,7,22,298,336,1
3,7,22,298,336,1
5,2,14,466,467,1
5,2,14,466,467,1
9,8,18,394,417,1
9,8,18,394,417,1
5,5,13,327,325,1
5,5,13,327,325,1
3,3,29,403,482,1
3,3,29,403,482,1
7,9,17,325,371,0
7,9,17,325,371,0
7,12,22,355,427,1
7,12,22,355,427,1
0,7,1,158,120,0
0,7,1,158,120,0
6,5,13,379,357,1
6,5,13,379,357,1
1,2,9,409,354,1
1,2,9,409,354,1
6,0,27,437,486,1
6,0,27,437,486,1
5,8,26,346,316,1
5,8,26,346,316,1
0,9,9,261,292,0
0,9,9,261,292,0
4,9,10,264,310,0
4,9,10,264,310,0
5,2,12,410,366,1
5,2,12,410,366,1
3,10,20,350,410,1
3,10,20,350,410,1
5,5,16,306,354,0
5,5,16,306,354,0
16,7,20,535,713,1
16,7,20,535,713,1
3,4,15,392,334,1
3,4,15,392,334,1
3,10,6,220,221,0
3,10,6,220,221,0
5,10,9,287,339,0
5,10,9,287,339,0
9,9,14,378,530,0
9,9,14,378,530,0
10,6,18,422,452,1
10,6,18,422,452,1
7,9,19,372,420,1
7,9,19,372,420,1
3,10,15,343,426,1
3,10,15,343,426,1
0,11,7,224,245,0
0,11,7,224,245,0
6,9,17,344,392,1
6,9,17,344,392,1
0,4,4,198,85,1
0,4,4,198,85,1
2,14,12,256,312,0
2,14,12,256,312,0
2,14,13,348,369,0
2,14,13,348,369,0
8,13,21,414,481,1
8,13,21,414,481,1
7,11,3,316,315,0
7,11,3,316,315,0
7,8,20,381,417,1
7,8,20,381,417,1
9,12,21,325,400,0
9,12,21,325,400,0
4,5,19,357,377,1
4,5,19,357,377,1
5,3,18,400,467,1
5,3,18,400,467,1
5,3,25,393,469,1
5,3,25,393,469,1
3,10,11,290,328,0
3,10,11,290,328,0
6,7,20,304,432,1
6,7,20,304,432,1
2,6,14,294,338,1
2,6,14,294,338,1
5,4,7,323,340,1
5,4,7,323,340,1
8,15,13,317,365,0
8,15,13,317,365,0
1,9,13,257,318,0
1,9,13,257,318,0
4,15,18,331,431,0
4,15,18,331,431,0
1,12,21,276,308,0
1,12,21,276,308,0
10,11,19,461,494,1
10,11,19,461,494,1
9,17,23,461,587,0
9,17,23,461,587,0
1,5,9,338,292,1
1,5,9,338,292,1
9,10,15,418,529,1
9,10,15,418,529,1
6,5,19,354,493,0
6,5,19,354,493,0
10,11,15,500,556,0
10,11,15,500,556,0
8,6,17,388,403,1
8,6,17,388,403,1
6,13,13,295,392,0
6,13,13,295,392,0
0,14,5,207,110,0
0,14,5,207,110,0
10,7,18,445,498,1
10,7,18,445,498,1
4,14,5,340,363,0
4,14,5,340,363,0
0,8,12,187,201,0
0,8,12,187,201,0
16,14,22,364,413,0
16,14,22,364,413,0
8,11,17,356,425,1
8,11,17,356,425,1
1,9,10,262,293,0
1,9,10,262,293,0
10,10,25,375,492,0
10,10,25,375,492,0
6,6,14,355,494,0
6,6,14,355,494,0
5,3,15,373,391,1
5,3,15,373,391,1
8,5,17,398,468,1
8,5,17,398,468,1
5,15,14,378,467,0
5,15,14,378,467,0
1,3,19,323,389,1
1,3,19,323,389,1
3,8,15,292,393,1
3,8,15,292,393,1
1,6,15,305,403,1
1,6,15,305,403,1
1,17,13,213,297,0
1,17,13,213,297,0
8,6,21,427,533,1
8,6,21,427,533,1
3,14,17,302,378,0
3,14,17,302,378,0
4,2,9,336,274,1
4,2,9,336,274,1
23,2,21,592,701,1
23,2,21,592,701,1
0,15,4,151,120,0
0,15,4,151,120,0
1,18,10,210,275,0
1,18,10,210,275,0
4,13,23,368,443,1
4,13,23,368,443,1
5,10,18,290,391,1
5,10,18,290,391,1
4,10,11,331,433,0
4,10,11,331,433,0
5,16,13,258,327,0
5,16,13,258,327,0
7,4,20,460,432,1
7,4,20,460,432,1
6,7,12,350,449,0
6,7,12,350,449,0
6,5,7,446,439,1
6,5,7,446,439,1
4,17,13,253,332,0
4,17,13,253,332,0
5,6,16,373,385,1
5,6,16,373,385,1
8,15,27,356,493,0
8,15,27,356,493,0
0,9,3,175,241,0
0,9,3,175,241,0
5,10,21,297,391,1
5,10,21,297,391,1
4,3,8,303,306,1
4,3,8,303,306,1
10,6,24,493,472,1
10,6,24,493,472,1
7,13,6,312,300,0
7,13,6,312,300,0
3,11,7,230,235,0
3,11,7,230,235,0
11,4,6,389,451,1
11,4,6,389,451,1
11,10,23,427,500,1
11,10,23,427,500,1
3,12,13,303,321,0
3,12,13,303,321,0
5,17,12,256,275,0
5,17,12,256,275,0
5,2,10,415,494,1
5,2,10,415,494,1
5,7,7,322,377,0
5,7,7,322,377,0
1,9,6,292,234,0
1,9,6,292,234,0
7,13,23,339,422,1
7,13,23,339,422,1
11,13,15,394,532,0
11,13,15,394,532,0
7,5,13,316,292,1
7,5,13,316,292,1
7,5,23,411,522,1
7,5,23,411,522,1
5,6,12,301,369,0
5,6,12,301,369,0
3,12,10,335,340,0
3,12,10,335,340,0
13,17,26,369,482,0
13,17,26,369,482,0
9,14,15,391,466,0
9,14,15,391,466,0
4,8,18,360,383,1
4,8,18,360,383,1
11,15,15,367,506,0
11,15,15,367,506,0
2,2,3,280,227,1
2,2,3,280,227,1
3,11,11,232,267,0
3,11,11,232,267,0
5,9,9,314,406,0
5,9,9,314,406,0
32,11,18,572,526,0
32,11,18,572,526,0
7,9,16,374,359,1
7,9,16,374,359,1
12,8,9,412,506,0
12,8,9,412,506,0
13,1,14,521,698,1
13,1,14,521,698,1
12,9,34,459,621,1
12,9,34,459,621,1
14,9,25,427,505,1
14,9,25,427,505,1
7,15,15,330,383,0
7,15,15,330,383,0
3,12,25,306,402,1
3,12,25,306,402,1
7,13,19,509,539,1
7,13,19,509,539,1
4,7,14,426,367,1
4,7,14,426,367,1
8,11,10,329,402,0
8,11,10,329,402,0
4,7,17,324,419,1
4,7,17,324,419,1
8,8,15,451,442,1
8,8,15,451,442,1
3,13,13,243,264,0
3,13,13,243,264,0
19,4,9,590,784,1
19,4,9,590,784,1
10,17,15,421,525,1
10,17,15,421,525,1
5,7,21,326,371,1
5,7,21,326,371,1
2,15,14,300,352,0
2,15,14,300,352,0
3,16,17,314,381,0
3,16,17,314,381,0
10,8,12,444,501,1
10,8,12,444,501,1
4,11,5,223,238,0
4,11,5,223,238,0
12,9,10,397,491,0
12,9,10,397,491,0
4,10,12,315,337,0
4,10,12,315,337,0
20,3,13,600,820,1
20,3,13,600,820,1
3,13,12,247,236,0
3,13,12,247,236,0
8,10,14,394,469,1
8,10,14,394,469,1
5,7,1,226,244,0
5,7,1,226,244,0
5,8,29,389,531,1
5,8,29,389,531,1
6,11,8,385,431,0
6,11,8,385,431,0
2,11,8,221,274,0
2,11,8,221,274,0
6,12,7,353,389,0
6,12,7,353,389,0
0,9,11,321,386,1
0,9,11,321,386,1
17,8,26,440,478,1
17,8,26,440,478,1
1,15,5,258,304,0
1,15,5,258,304,0
2,4,4,226,233,0
2,4,4,226,233,0
0,13,8,213,205,0
0,13,8,213,205,0
5,12,11,355,455,0
5,12,11,355,455,0
5,4,28,323,427,1
5,4,28,323,427,1
3,9,5,297,337,0
3,9,5,297,337,0
2,14,9,245,274,0
2,14,9,245,274,0
10,20,10,410,574,0
10,20,10,410,574,0
14,6,22,442,635,1
14,6,22,442,635,1
11,12,19,410,433,1
11,12,19,410,433,1
2,10,25,264,408,1
2,10,25,264,408,1
6,8,12,366,332,1
6,8,12,366,332,1
4,9,21,280,346,0
4,9,21,280,346,0
5,13,19,318,316,0
5,13,19,318,316,0
4,9,19,323,363,0
4,9,19,323,363,0
6,8,23,449,564,1
6,8,23,449,564,1
8,6,14,337,346,1
8,6,14,337,346,1
1,10,7,150,107,0
1,10,7,150,107,0
4,14,14,307,297,0
4,14,14,307,297,0
5,11,18,310,430,0
5,11,18,310,430,0
8,19,10,291,385,0
8,19,10,291,385,0
6,7,18,329,388,1
6,7,18,329,388,1
8,4,24,386,456,1
8,4,24,386,456,1
12,10,22,408,542,0
12,10,22,408,542,0
8,8,16,356,437,1
8,8,16,356,437,1
8,9,20,414,583,1
8,9,20,414,583,1
3,9,3,285,305,0
3,9,3,285,305,0
3,14,11,286,348,0
3,14,11,286,348,0
8,7,21,406,497,1
8,7,21,406,497,1
6,9,18,446,556,1
6,9,18,446,556,1
3,12,5,300,327,0
3,12,5,300,327,0
5,16,23,436,533,1
5,16,23,436,533,1
7,12,31,288,410,1
7,12,31,288,410,1
6,7,28,357,486,1
6,7,28,357,486,1
5,12,14,326,303,1
5,12,14,326,303,1
1,15,6,201,205,0
1,15,6,201,205,0
15,5,15,396,451,1
15,5,15,396,451,1
8,6,10,406,521,0
8,6,10,406,521,0
3,15,14,320,330,1
3,15,14,320,330,1
13,13,22,365,522,0
13,13,22,365,522,0
1,14,9,197,224,0
1,14,9,197,224,0
3,8,7,302,261,0
3,8,7,302,261,0
7,3,16,370,417,1
7,3,16,370,417,1
21,7,8,549,568,1
21,7,8,549,568,1
3,10,10,331,371,0
3,10,10,331,371,0
2,14,10,222,235,0
2,14,10,222,235,0
2,9,22,344,488,1
2,9,22,344,488,1
2,8,6,340,266,1
2,8,6,340,266,1
1,10,14,256,332,0
1,10,14,256,332,0
6,17,13,307,343,0
6,17,13,307,343,0
8,5,16,294,408,0
8,5,16,294,408,0
6,19,21,295,291,1
6,19,21,295,291,1
7,6,25,402,433,1
7,6,25,402,433,1
12,5,16,404,477,1
12,5,16,404,477,1
7,7,23,465,585,1
7,7,23,465,585,1
16,9,21,458,603,1
16,9,21,458,603,1
9,10,22,411,559,1
9,10,22,411,559,1
5,13,15,308,368,0
5,13,15,308,368,0
7,10,25,354,485,0
7,10,25,354,485,0
8,15,22,333,319,0
8,15,22,333,319,0
11,11,21,393,638,0
11,11,21,393,638,0
6,5,31,382,545,1
6,5,31,382,545,1
3,10,14,344,402,0
3,10,14,344,402,0
2,4,23,367,404,1
2,4,23,367,404,1
4,3,24,445,518,1
4,3,24,445,518,1
10,11,20,383,497,1
10,11,20,383,497,1
6,6,17,406,449,1
6,6,17,406,449,1
6,3,14,418,517,1
6,3,14,418,517,1
5,10,9,338,348,1
5,10,9,338,348,1
9,7,20,419,543,1
9,7,20,419,543,1
8,8,28,378,490,1
8,8,28,378,490,1
17,8,12,453,620,0
17,8,12,453,620,0
4,18,18,296,351,0
4,18,18,296,351,0
6,8,17,334,355,1
6,8,17,334,355,1
10,9,15,409,427,1
10,9,15,409,427,1
16,2,17,489,681,1
16,2,17,489,681,1
10,14,15,350,476,0
10,14,15,350,476,0
15,9,13,459,629,0
15,9,13,459,629,0
11,16,17,425,657,0
11,16,17,425,657,0
6,8,16,345,357,1
6,8,16,345,357,1
9,13,17,380,525,0
9,13,17,380,525,0
16,11,17,456,688,1
16,11,17,456,688,1
7,2,17,415,421,1
7,2,17,415,421,1
14,5,23,538,716,1
14,5,23,538,716,1
9,13,18,329,456,1
9,13,18,329,456,1
2,9,17,276,291,1
2,9,17,276,291,1
5,9,10,352,403,0
5,9,10,352,403,0
8,8,9,409,428,1
8,8,9,409,428,1
8,10,18,325,471,0
8,10,18,325,471,0
15,3,20,430,569,1
15,3,20,430,569,1
12,10,16,483,621,1
12,10,16,483,621,1
4,10,8,286,290,0
4,10,8,286,290,0
2,9,28,350,569,1
2,9,28,350,569,1
6,10,16,291,273,1
6,10,16,291,273,1
0,0,1,193,32,1
0,0,1,193,32,1
6,11,23,343,409,1
6,11,23,343,409,1
2,10,24,346,450,1
2,10,24,346,450,1
9,3,23,404,449,1
9,3,23,404,449,1
2,13,11,291,405,0
2,13,11,291,405,0
7,13,14,312,351,0
7,13,14,312,351,0
1,8,5,256,292,0
1,8,5,256,292,0
5,15,16,301,379,0
5,15,16,301,379,0
10,6,18,361,423,0
10,6,18,361,423,0
0,13,12,227,222,0
0,13,12,227,222,0
5,4,21,389,364,1
5,4,21,389,364,1
4,12,12,256,274,0
4,12,12,256,274,0
9,11,15,449,479,1
9,11,15,449,479,1
2,7,19,346,430,1
2,7,19,346,430,1
6,9,14,277,353,0
6,9,14,277,353,0
0,16,13,310,362,0
0,16,13,310,362,0
22,7,18,549,651,1
22,7,18,549,651,1
5,17,22,262,302,0
5,17,22,262,302,0
9,9,9,346,435,0
9,9,9,346,435,0
1,9,2,152,150,0
1,9,2,152,150,0
7,10,17,354,416,0
7,10,17,354,416,0
15,9,21,428,584,1
15,9,21,428,584,1
5,13,3,334,323,0
5,13,3,334,323,0
2,14,4,237,217,0
2,14,4,237,217,0
8,12,22,342,392,1
8,12,22,342,392,1
4,12,2,355,361,0
4,12,2,355,361,0
7,6,12,360,488,1
7,6,12,360,488,1
10,11,23,426,513,1
10,11,23,426,513,1
9,11,10,454,652,0
9,11,10,454,652,0
18,12,21,484,563,1
18,12,21,484,563,1
0,15,19,251,291,0
0,15,19,251,291,0
6,11,28,385,595,0
6,11,28,385,595,0
13,2,15,507,565,1
13,2,15,507,565,1
9,4,14,381,328,1
9,4,14,381,328,1
13,0,22,462,449,1
13,0,22,462,449,1
2,7,14,289,319,1
2,7,14,289,319,1
5,1,14,355,442,1
5,1,14,355,442,1
0,5,2,198,78,1
0,5,2,198,78,1
8,12,18,313,428,0
8,12,18,313,428,0
12,7,28,424,572,1
12,7,28,424,572,1
7,5,17,434,436,1
7,5,17,434,436,1
0,16,10,197,243,0
0,16,10,197,243,0
5,11,24,393,554,1
5,11,24,393,554,1
1,5,8,279,312,0
1,5,8,279,312,0
2,5,9,395,391,1
2,5,9,395,391,1
10,6,12,342,432,0
10,6,12,342,432,0
11,9,28,487,621,1
11,9,28,487,621,1
2,8,16,306,436,0
2,8,16,306,436,0
3,11,9,241,225,0
3,11,9,241,225,0
3,14,27,333,429,0
3,14,27,333,429,0
8,7,6,337,351,0
8,7,6,337,351,0
5,11,10,306,369,0
5,11,10,306,369,0
2,11,14,348,303,1
2,11,14,348,303,1
14,0,25,533,674,1
14,0,25,533,674,1
0,9,17,322,387,0
0,9,17,322,387,0
19,13,19,514,590,1
19,13,19,514,590,1
5,11,16,298,366,0
5,11,16,298,366,0
4,8,20,359,444,1
4,8,20,359,444,1
6,14,3,313,356,0
6,14,3,313,356,0
10,7,9,387,436,0
10,7,9,387,436,0
0,14,12,200,207,0
0,14,12,200,207,0
18,9,14,459,583,1
18,9,14,459,583,1
11,5,24,388,478,1
11,5,24,388,478,1
8,17,23,337,376,0
8,17,23,337,376,0
7,7,16,428,590,1
7,7,16,428,590,1
13,3,10,567,608,1
13,3,10,567,608,1
2,1,13,319,351,1
2,1,13,319,351,1
17,10,16,413,509,1
17,10,16,413,509,1
6,11,23,365,515,1
6,11,23,365,515,1
3,14,12,282,320,0
3,14,12,282,320,0
6,9,17,414,533,1
6,9,17,414,533,1
5,11,13,347,438,0
5,11,13,347,438,0
4,2,10,417,309,1
4,2,10,417,309,1
15,10,33,479,556,1
15,10,33,479,556,1
3,12,19,328,346,1
3,12,19,328,346,1
0,6,2,177,110,0
0,6,2,177,110,0
1,8,16,337,460,0
1,8,16,337,460,0
1,6,4,289,155,0
1,6,4,289,155,0
7,10,14,313,351,0
7,10,14,313,351,0
1,9,12,266,352,0
1,9,12,266,352,0
7,11,12,330,340,0
7,11,12,330,340,0
5,11,6,354,420,0
5,11,6,354,420,0
5,6,23,353,473,1
5,6,23,353,473,1
7,5,24,432,356,1
7,5,24,432,356,1
4,14,24,278,263,1
4,14,24,278,263,1
8,11,20,330,461,0
8,11,20,330,461,0
7,14,17,363,474,1
7,14,17,363,474,1
6,3,18,383,431,1
6,3,18,383,431,1
3,10,6,332,260,0
3,10,6,332,260,0
10,9,20,371,474,0
10,9,20,371,474,0
7,12,28,309,398,1
7,12,28,309,398,1
0,6,6,163,154,0
0,6,6,163,154,0
3,6,20,286,383,1
3,6,20,286,383,1
11,17,22,411,561,1
11,17,22,411,561,1
11,13,29,411,463,1
11,13,29,411,463,1
9,10,9,357,509,0
9,10,9,357,509,0
5,4,11,522,513,1
5,4,11,522,513,1
7,14,19,280,319,0
7,14,19,280,319,0
9,11,19,418,675,0
9,11,19,418,675,0
3,13,20,394,401,1
3,13,20,394,401,1
1,11,7,291,376,0
1,11,7,291,376,0
8,14,37,370,440,0
8,14,37,370,440,0
2,7,20,380,430,1
2,7,20,380,430,1
21,10,23,536,570,0
21,10,23,536,570,0
5,12,15,335,318,1
5,12,15,335,318,1
4,12,8,235,280,0
4,12,8,235,280,0
7,15,25,385,551,1
7,15,25,385,551,1
4,10,14,291,327,0
4,10,14,291,327,0
1,10,16,284,238,1
1,10,16,284,238,1
6,18,20,336,537,0
6,18,20,336,537,0
3,7,14,361,407,1
3,7,14,361,407,1
3,13,14,287,369,0
3,13,14,287,369,0
0,4,1,114,50,0
0,4,1,114,50,0
11,6,19,381,470,1
11,6,19,381,470,1
7,8,21,374,569,0
7,8,21,374,569,0
12,5,24,402,536,1
12,5,24,402,536,1
4,10,22,325,314,1
4,10,22,325,314,1
8,3,15,484,432,1
8,3,15,484,432,1
8,9,15,392,370,1
8,9,15,392,370,1
8,18,14,320,298,0
8,18,14,320,298,0
5,10,3,196,143,0
5,10,3,196,143,0
9,6,16,340,342,1
9,6,16,340,342,1
16,7,27,495,651,1
16,7,27,495,651,1
5,17,9,292,334,0
5,17,9,292,334,0
5,11,21,356,475,1
5,11,21,356,475,1
20,7,32,458,648,1
20,7,32,458,648,1
7,12,26,276,339,0
7,12,26,276,339,0
1,8,18,301,369,1
1,8,18,301,369,1
2,15,13,214,241,0
2,15,13,214,241,0
6,12,7,306,373,0
6,12,7,306,373,0
10,12,22,374,509,1
10,12,22,374,509,1
12,9,18,418,549,1
12,9,18,418,549,1
4,10,17,289,360,0
4,10,17,289,360,0
1,3,11,304,322,1
1,3,11,304,322,1
5,8,15,353,364,1
5,8,15,353,364,1
4,10,12,327,384,1
4,10,12,327,384,1
8,10,12,394,400,1
8,10,12,394,400,1
7,12,12,447,576,0
7,12,12,447,576,0
4,9,10,326,315,1
4,9,10,326,315,1
0,10,8,200,211,0
0,10,8,200,211,0
3,6,16,319,427,0
3,6,16,319,427,0
12,11,9,339,437,0
12,11,9,339,437,0
2,10,16,195,216,0
2,10,16,195,216,0
9,15,15,350,409,0
9,15,15,350,409,0
8,14,24,337,461,0
8,14,24,337,461,0
9,11,15,347,431,1
9,11,15,347,431,1
1,5,14,308,271,1
1,5,14,308,271,1
10,6,18,515,547,1
10,6,18,515,547,1
5,16,15,385,473,0
5,16,15,385,473,0
9,11,22,518,575,1
9,11,22,518,575,1
2,8,12,265,239,1
2,8,12,265,239,1
7,4,15,404,471,1
7,4,15,404,471,1
20,12,37,403,488,1
20,12,37,403,488,1
8,10,27,327,438,1
8,10,27,327,438,1
1,3,11,295,317,1
1,3,11,295,317,1
13,12,15,443,684,0
13,12,15,443,684,0
4,14,18,286,368,0
4,14,18,286,368,0
7,7,22,360,521,0
7,7,22,360,521,0
5,15,15,428,531,0
5,15,15,428,531,0
5,12,24,347,405,1
5,12,24,347,405,1
3,6,20,355,400,1
3,6,20,355,400,1
2,17,22,274,259,0
2,17,22,274,259,0
6,6,8,266,299,0
6,6,8,266,299,0
1,16,22,220,277,0
1,16,22,220,277,0
6,12,14,267,323,0
6,12,14,267,323,0
2,3,18,363,343,1
2,3,18,363,343,1
11,4,21,433,536,1
11,4,21,433,536,1
4,6,4,303,331,1
4,6,4,303,331,1
18,3,19,447,589,1
18,3,19,447,589,1
7,16,22,417,613,0
7,16,22,417,613,0
12,8,17,411,482,0
12,8,17,411,482,0
4,6,14,281,353,0
4,6,14,281,353,0
14,5,18,427,518,1
14,5,18,427,518,1
10,6,24,386,511,0
10,6,24,386,511,0
